pathway	F1052	F1168	F1187	F1189	F1195	F1256	F1257	F1262	F1282	F1290	F1320	F1330	F1345	F1357	F1378	F1385	F1413	F1452	F1544	F1555	F1559	F1581	F1685	F1690	F1728	F1774	F1909	F1915	F1920	F1929	F1962	F1975	F1977	F1978	F1996	F2029	F2113	F2118	F2130	F2141	F2185	F2222	F2281	F2299	F2302	F2366	F2395	F2449	F2465	F2468	F2501	F2504	F2507	F2516	F2575	F2628	F2632	F2716	F2741	F2811	F2869	F2881	F2919	F2946	F2953	F2956	F2971	F2974	F2976	F3016	F3058	F3071	F3144	F3188	F3211	F3263	F3309	F3344	F3352	F3395	F3436	F3484	F3547	F3560	F3580	F3627	F3645	F3701	F3754	F3784	F3829	F3856	F3936	F3965	F3968	F4013	F4031	F4053	F4071	F4128	F4186	F4214	F4225	F4369	F4398	F4446	F4451	F4455	F4466	F4484	F4526	F4541	F4547	F4551	F4557	F4611	F4637	F4660	F4670	F4675	F4678	F4693	F4697	F4706	F4730	F4789	F4820	F4876	F4909	F5018	F5026	F5029	F5034	F5071	F5084	F5201	F5210	F5224	F5285	F5292	F5294	F5326	F5352	F5357	F5362	F5374	F5414	F5423	F5429	F5430	F5457	F5467	F5494	F5502	F5522	F5618	F5620	F5663	F5723	F5804	F5808	F5845	F5875	F5901	F5911	F5938	F5976	F5995	F6014	F6091	F6100	F6104	F6135	F6161	F6178	F6186	F6222	F6273	F6306	F6336	F6365	F6404	F6413	F6445	F6490	F6503	F6580	F6601	F6615	F6661	F6682	F6730	F6736	F6828	F6852	F6893	F6901	F6928	F6970	F7003	F7083	F7123	F7160	F7192	F7218	F7222	F7230	F7249	F7276	F7285	F7322	F7356	F7366	F7381	F7390	F7411	F7413	F7414	F7437	F7442	F7445	F7468	F7477	F7494	F7500	F7536	F7589	F7610	F7642	F7762	F7763	F7867	F7901	F7927	F7945	F7947	F8018	F8038	F8055	F8078	F8096	F8102	F8103	F8110	F8133	F8220	F8230	F8334	F8394	F8443	F8577	F8631	F8644	F8790	F8819	F8854	F8922	F8948	F8958	F8977	F9004	F9052	F9080	F9125	F9138	F9155	F9160	F9272	F9349	F9410	F9437	F9456	F9476	F9484	F9487	F9493	F9523	F9537	F9549	F9556	F9567	F9598	F9602	F9630	F9646	F9653	F9674	F9739	F9747	F9751	F9759	F9817	F9846	F9848	F9856	F9921	F9938	F9952	F9955	F9959
14DICHLORBENZDEG-PWY	0.0	0.0	0.7887323943661971	0.0	0.0	0.0	1.3083832335329342	0.0	0.0	0.0	0.0	0.0	0.0	0.7692307692307692	0.0	0.0	1.5954042797644692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5313092979127135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0663946497676169	0.0	0.0	0.0	0.0	1.302325581395349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.638630186628012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7747634069400631	0.0	0.0	0.0	1.3158858937450928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.119689823327205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6466165413533838	0.0	1.763779527559055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7652173913043478	0.0	12.019685577580312	0.0	1.3279999999999998	0.0	0.0	0.7999065758895726	0.0	0.0	0.0	0.0	0.0	0.0	1.0615199034981906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1405756731662025	0.0	0.0	0.7976487876561351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5325145839729812	0.0	0.0	0.0	0.5303695470964157	0.7997103967564435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6313839640116434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0596026490066226	0.0	0.0	0.0	0.0	0.0	0.0	1.528730512249443	0.0	0.5325925411486909	0.0	2.9266564582212475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7499999999999999	0.0	0.0	0.0	0.799261379374019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0126582278481011	0.0	0.0	2.096069868995633	0.0	0.0	0.0	1.5962877030162412	0.0	0.0	0.7922405431619787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.862914896060641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0316742081447963	0.0	0.0	0.0	0.0	11.13557929334429	0.0	0.0	0.0	3.6889530440689473	2.821023320570832
1CMET2-PWY	5671.899253758169	6594.649154542299	4559.78519595177	7172.374087372637	2624.8444041363528	7603.665246697351	3894.5011607425076	11077.834932619751	8363.362061645652	10175.78352863059	5946.427288441144	6398.637053096084	11437.750967061116	5847.222594809409	7049.65364812199	4914.486272513462	5476.378412365671	12829.643501005743	7225.474627278899	6872.949209372833	2841.844665811779	3514.4106260100693	4450.923728196045	4147.88857087869	4855.457743640708	7410.676777758538	8781.104582387128	7669.953071600006	7648.963444560909	8689.610679088893	3384.027056560297	10114.69650030851	8317.68774408003	11624.401389318466	9011.61106800632	5696.219922086861	5362.648264340344	5034.55482746059	5799.708349897305	6712.408192557507	4953.757186778191	8001.089674923803	6673.377001397852	5789.262135470256	7760.307161529515	5432.852141251977	6053.395217047135	8460.829855831613	9482.95330645577	6705.510462932736	5871.63825344894	6254.801394566782	2754.5701252462936	4436.257814431044	7074.139828199886	7867.032384242386	6649.382588423656	8881.201930075491	8593.57154356174	8104.869611616412	7719.387733685839	9394.228675137185	1997.0198373033013	6897.32189662158	5123.918245788622	6401.011590430927	7770.938639172942	5883.965572636185	4577.901661388973	6607.7002344310085	4418.26428298176	5312.1008541673245	8256.848252201153	11611.687343440735	7430.9143456575775	5035.3150932604785	6407.898996368563	6993.4252954196045	6887.695968054856	7377.710996101666	8300.293799206243	7150.789215180702	8456.06678874308	11236.456333428376	4741.012053943495	6737.603648251635	7435.951712539608	2467.527319587635	6532.8087533427115	4943.919926518943	4830.734232714055	5973.51331389239	6134.99399649265	9984.786501996654	8286.058455627499	6076.455232377226	5045.681850235083	5232.813331296702	13663.531290729978	8270.419138668414	8083.699751656076	5436.516196843234	6374.300658124802	8043.410187909065	8256.955191372272	6201.7051756735555	5353.808579738246	4462.577766846041	2349.1021330211097	6870.031655814271	8013.534687080246	9556.69011391728	8796.530926457397	7581.199556524496	9465.6159409901	9375.144004298852	5920.696936385149	9234.391392082078	9167.957373137297	7984.357989543448	5166.5790082135545	6934.333059777756	6471.635349851606	6237.302651348227	11493.86910296648	7256.841598950127	6604.415700969739	6307.025342892263	2740.096684554778	5246.6810786247	4975.817736833962	9969.138414049221	6291.198840644843	6624.27921396469	5598.904057578879	8576.698125602157	8907.215357251796	2839.9803043025195	5922.494614560729	7310.649527980768	3154.607175780931	4984.05676323065	5042.506159192017	5132.1869375810675	7470.698812498289	3347.0473406689475	8333.616157127164	5226.281421217176	5822.806326207676	3700.956939086736	6119.460103664042	9407.159421724926	8649.996611124936	7619.115286567496	6294.851397333402	7091.938607615258	4749.579261111739	8990.30693964319	4406.765951301277	6618.261580051558	4591.380205597011	3206.177728773782	7170.076575168702	8658.102839571768	6027.063563642066	6405.273044289473	7672.3397477158105	7687.655890129216	3827.9662629340773	9250.973915568162	6612.318812514562	10832.415486048509	8586.729241902698	6084.557510603689	8629.107995725122	9689.416860498946	11090.746214605611	7196.093111995674	4509.96816428045	5970.141430768934	5841.805665846345	7390.791420493586	5254.400053785376	2037.0237696790532	9046.574765540037	4733.702757339248	6179.042414977287	7605.555379966973	3559.6910616674086	8212.631259348203	6366.7750246994665	4056.5432573496532	3748.443202176452	7871.295124562305	9650.675460277547	7687.20535003137	6294.046302543804	6660.214189085031	8426.639772762079	7040.118252214474	2648.1094960832966	6777.599841434845	2720.0372204405644	2871.9728990904314	6601.688644801539	9947.311902749369	5065.866999058269	4933.2030491903015	5323.959608533762	4656.337314739866	11691.34077049509	2978.861364478631	5535.503339709191	5669.106088322192	5930.063396234918	4946.082638116931	7169.452674287935	7224.425332797318	7059.920469671797	13751.604958860704	7244.122879287774	5472.581740512291	4271.9848718874755	6045.854096508025	6299.8794021979165	10581.536710185354	8008.8589843579375	8588.479647876251	1309.4146341168869	11881.751102797618	6168.925626934835	8404.758668063396	3197.788309355395	4563.26362339596	7681.4010934875805	6601.972582371787	6487.711164981895	4148.982394968689	6997.155735867682	6829.2657863840595	11324.654588270772	6067.8154628312395	3892.041278472389	8445.966264919316	6692.609859565614	3833.9981128597396	4089.2287445227366	5761.097745109564	7207.609039141903	11425.477035086644	10010.094261128233	6983.112377071947	7500.031679574759	3930.6433163854845	5900.2679334706145	9342.571391766998	8983.578294918423	8291.219129245475	9148.271033750516	5242.217669193288	6367.05808016008	3212.4986634327706	7370.10892841807	3418.6413914768805	9439.678406454252	8748.579456782389	6018.682012321114	3664.9064141565987	8519.212542679352	7681.928137237577	7692.950832481445	3436.6729723111926	8869.928114555762	6952.275420366113	9857.133455816684	7247.929705422434	11270.342187744434	6637.100095381035	8177.46874513275	9572.976831312484	4759.504850956165	10763.631835116352	6973.836761331704	5140.6982468042215	8867.214254006361	8560.923170601169	4320.564068971934	4506.43534678469	3836.5705211536124	12456.255768743695	6892.975208181856	5550.677192122508	8282.026336470868	9748.088740255907	6104.681609990143	6137.345782633256	8730.218481050106	11402.502904155535	6536.026122870327	11317.747732121152
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	6.693851888899769	0.0	0.0	0.0	0.0	0.0	1.3699078663725834	0.0	0.0	0.0	206.29451535825763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8271759503113536	0.0	0.0	0.0	0.0	12.144953517730055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.914913291637604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	363.79578119475565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	214.13105613088163	0.0	0.0	0.0	0.0	0.0	6.311503410879794	0.0	0.0	0.0	30.849254282143995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.199874105994194	0.0	0.0	0.0	4.204385015629407	0.0	0.0	0.0	0.0	0.0	0.0	58.937265292709846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	598.3796088721097	0.0	0.0	0.0	6.864312576895065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.56251415951453	0.0	0.0	0.0	0.0	0.0	118.77675421287836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.36418032830135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.9550284954529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.70391459147864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4-HYDROXYMANDELATE-DEGRADATION-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.884071743640306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.614721618183144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.521890211207287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.804109464997894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AEROBACTINSYN-PWY	4.981132075471698	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	116.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	233.073642956794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9473684210526314	0.0	0.0	0.0	1.8800000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12	0.0	0.0	0.0	0.0	2.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALLANTOINDEG-PWY	25.689479435808217	123.17887300185487	12.287133182844245	1.4079439151975022	0.0	21.289939870635205	32.398921649371545	43.627531705773144	36.421382078111066	54.122295635279734	124.9573181788777	470.36268585808	130.18098199982904	0.0	183.65665873034962	42.46917787252073	7.887504662053059	78.36535320630507	72.95727167497893	467.5876892264628	23.576119910420644	16.952926624197687	10.935079244686223	0.0	2.796237269105606	5.869449481065718	0.0	0.0	158.1028243325145	22.260829896428714	0.0	11.506575417096567	73.59695000098944	83.77637087763054	0.0	16.056113408151212	5.910301802112217	13.090073105881602	3.902461578545885	10.275785582676772	39.26823672481339	26.040767139393054	265.5138642517038	18.70142268820976	26.790190426841118	25.497049159289556	41.032451652819766	13.551998292028259	179.0080896268223	178.66964574472863	435.12799257297104	64.8711957769838	0.0	28.399970286856167	12.79859049734761	0.0	1.9629013237178605	0.0	19.28658400382954	17.371875146532457	0.0	105.54647511391471	5.649570140213414	11.90328421783905	0.8520030967226425	7.919729022870041	279.1018088477849	0.0	76.34637223974764	17.36994283044517	0.0	7.499532913993897	5.919211597443125	34.90097952445665	34.32405293225242	0.0	0.0	24.84634157165293	9.655217922069351	20.471387222482736	65.83904908524835	2.8190908765436524	6.671152853511066	0.0	28.30411851687122	7.543120280119342	18.794818704267733	0.0	0.0	25.90241454814844	118.63768233226516	22.18535741888157	22.858428804295492	0.0	8.813920554234171	14.618526236642163	15.903558829247023	58.14062113917188	1.134305065836657	7.581140641485497	37.74370160696978	15.613253266542811	22.922941104884156	1332.4490795467673	9.21876802399354	21.163598289852544	0.0	19.316103754580137	65.85538306688493	1.9916877591419875	7.849094139828459	0.8540698437807742	0.8540689978225829	37.237851842509386	13.494597204822004	21.15253022711128	27.292509780879392	27.372512815529262	43.565609735663614	0.0	0.0	16.343102797007578	27.072616895561975	0.0	3.8632892640026553	77.62343690457573	14.465632398659636	3.8960369625118907	7.673812024458034	19.594119849988044	17.103219042286355	0.0	27.375180656280552	10.17971627333719	38.393864318886024	21.259174881947462	83.73434705348909	8.35330761330159	0.0	35.35253621475081	9.311449725860385	10.86870007780169	9.816688724497883	0.0	44.348850253838584	0.0	13.459828657352162	24.937642240867394	24.946793525919936	899.5970043646473	22.615025284890212	28.555595715830435	24.061280902204857	11.629129382383208	0.0	130.0086681800718	0.0	11.23644530331865	0.0	0.0	7.701521579832141	5.595361700063073	15.138587014536423	34.578787436963324	11.140043622393176	0.0	184.17796012044096	0.0	25.227398851156245	48.74723777065351	1.9767771119132114	84.93434374691891	22.686432101582007	8.657012642238575	44.26177948342667	8.022856008028985	0.0	647.7586411263529	0.0	0.0	101.07547464081286	2.26184946146001	7.305775053804953	5.036881484354656	51.563935411017916	0.0	15.362317134194804	9.521585701996173	26.96962043851131	33.67148037400982	0.0	10.009745350463422	25.73746896291257	39.432817899638636	509.5127032586348	39.07288526999768	3.8210064811284794	11.734139103086505	362.63800196550926	33.34689709473793	18.12513674700921	6.750975417583891	13.463150777552402	67.49313143072247	16.36780951185458	109.44806021936446	7.6982369243085	48.79568894728338	46.07898428401829	0.0	9.77408209533605	17.637944930092118	106.13299749954626	0.0	35.79034445193526	1.7116225510042635	56.430963510812454	390.05803908270104	18.305762077294638	30.981882046425213	0.0	11.655103318881812	0.0	0.0	21.832983159283028	41.0443135523201	35.7654435281299	0.0	10.366243623127042	82.2334029041407	3.6655948964999503	13.520044377303478	36.60431896245614	10.052651960989225	63.58526973256913	26.054398393810622	200.96974664500405	12.86966153846154	98.70697617218495	1.712386129024993	246.28043193270562	3.9630252831120623	0.0	6.768946705832984	0.0	2.362342912666847	8.083403689470295	12.459558625254768	51.95738328696597	24.126318173189954	143.6302665064448	0.0	20.982319362357988	16.995170247228835	45.91425429475956	1.9897827523628695	5.937303310148589	51.11083593998159	24.310653833388653	1.1048464225838972	4.226527514190896	18.57818705582351	64.84616252793363	118.27882294463417	47.7519225887495	8.789403291605343	5.912520304170385	25.5049582501451	51.91816887030978	1.413607240618651	189.61234925060995	7.664651259301856	0.0	11.035512969224788	71.88487696107572	0.0	450.7505690074748	0.0	36.66898703159218	0.0	0.0	23.509422100403917	0.0	268.31650777161747	0.0	15.92591180663548	39.74831785943066	12.402069196033489	2.123875776437126	22.28645514677203	15.105214489368516	0.0	25.993649917172835	7.254642735776713	320.43462757745755	11.331958372961568	59.11232506160058	22.280040007380133	34.48613082403473	23.522902249886798
ANAEROFRUCAT-PWY	5136.725004596356	6486.947748211676	4170.812463221502	6605.817012498917	993.0627505277978	6828.630634614239	4239.90590212801	8711.900464438673	8351.109399758161	9780.788085470844	5352.515062680545	5582.795434820379	10180.173371084009	5512.115075576079	2717.427377277505	4422.023915307417	5805.4916192986775	8448.4585852855	6011.0148759105505	6311.861481623029	2384.6141310634653	3319.4731825420445	3977.243338831936	1803.0828194660853	4333.480642921272	6598.474321910504	6634.638599105733	5970.489179001597	7189.815907941978	4995.692904921018	1850.8501653354954	8904.233945464417	6633.0702360788255	12693.33711108692	8827.141698860134	5709.641445901827	4849.481242667071	3657.242867721883	1967.8037882981375	6056.869469189432	3311.5825332493173	2193.54573267611	6879.842172461102	5409.63865250709	8272.836668986582	3404.180863251184	6392.59784638632	7567.685306229086	8588.921039814692	6239.185755696215	6050.265603397724	6131.233782469883	2624.0297536871494	3584.4412272518266	5683.6768804639305	4859.031532586732	3970.6588797334625	7003.706845884626	8228.841221631435	7708.367720877394	7884.835291369637	7918.458078634834	1863.7657677248037	5272.230871527059	4882.484933684027	4059.351070294575	6954.682506613458	4613.615683181988	2468.544187180315	5614.581643577587	1767.3270127961653	4339.249229125787	7121.616485121607	9801.764613719579	7325.679735086011	4426.2104520226585	6232.268079862671	2124.0102979408766	4129.8033361381895	6464.286557689176	7764.423295723893	6473.187315906284	6400.584021789022	2413.2035431872746	5010.3449317994855	5824.523821361166	3248.8639525685658	392.47009013758446	4555.0844074288625	3220.771961307664	3609.7969404604787	5617.775433424812	6478.913337467054	6150.492594152821	5159.38734517255	5528.317545161665	4859.142782362755	2513.003850549582	8449.21939595638	5951.800298798104	7760.817797681485	5809.397325831541	5170.850675736069	5484.975629816425	5820.454950793877	4879.957884821484	4288.263517831471	4083.149255497711	2186.3921451334245	6596.867120892868	7599.277723838973	8617.003992516291	6431.720261067136	5989.133649126787	9306.401405939025	7277.307620330671	4916.767389959144	8263.610875869881	6640.076722366344	7918.524115056511	5190.236721451954	4042.929191090223	5537.252410796382	4835.559317067715	4165.9795539686575	6693.75199680639	6700.74455680832	4593.502542907997	2291.964554284534	4478.1132719779525	4695.919367618235	9024.483068664169	5500.41039673981	6133.227808578864	4896.886879907248	7405.276675251576	7012.942257042934	3483.9093805473867	5646.959138446177	5697.46508552572	1693.3657259497143	4518.771769983882	3804.5975234707926	3250.735604454234	6530.313569837724	2504.170355232918	6246.590599251228	4395.425002251711	6220.585700495911	3701.790776537119	4679.311634959891	3229.787943696403	6495.1837617014535	6031.374874607169	5928.511090141572	5623.5680899481795	4816.947845566254	7439.565192445575	5162.220144644381	6800.527124251436	4288.9964438858815	2794.167655422928	5463.39025420737	7533.183900219202	5930.394385204668	4346.988478842151	7254.905232831588	2470.5178238533144	4066.4050645597576	7808.747143173724	5444.805072137823	8460.81755025887	7536.071499626662	5435.0651398709815	7528.106250996719	7051.517690251604	9503.358696081588	5637.5424888866555	4283.779875446345	5047.924886249633	3829.0004608777435	7088.088259578083	5640.528999322668	2249.032355061415	9484.762586546378	3844.8216602705957	5345.639523642799	3983.3932074308	3097.518910098512	7758.637869857841	6387.222009380017	3844.13308376504	2816.140860051617	4687.029361912132	7217.58298936417	8060.844245852582	4275.10728807477	5148.072183375594	6797.3229966808385	5440.494935449067	1994.546059005135	5333.0573246124	2256.0885124305787	1328.7197208131724	5240.1728518076525	9818.492484270671	2950.526929521147	3738.516966511333	5115.329167289413	3257.812302775197	9174.372557282033	2548.823933114008	4052.886271438899	3853.4203180834875	4730.702076873015	3780.750512482803	6249.407203472225	6578.57103795041	5621.442832562041	2124.0365777635643	4887.661137947822	3622.2709865454995	3806.933279762324	1643.6844332617727	4224.3085867526315	9898.742353738196	7167.864855917572	5793.140482750289	1111.1574561571172	9007.624433940018	7009.33340416558	6731.316610462039	3004.6224878062862	3674.865399953591	6173.695420331327	6914.490578038999	5764.459232836024	3814.145024680362	3183.1815352902086	6187.076308986654	8798.54729076036	6034.82074943287	3323.865649466661	1716.3773825031806	5122.220159887884	3187.695899075176	3418.001542690998	3896.8596513322623	5580.7759514964755	10580.74681081078	10404.199847023072	5836.2786283783125	5019.08688177201	2453.1053686971127	5136.7673124159155	7973.911336683204	4685.268649430108	5555.914236554099	7756.5825853124925	2960.7701645003062	4979.4521591180555	3029.244861041143	6292.495123160986	1657.0854597044865	8376.650093100176	4237.155667559821	6197.148966215877	3251.401609444669	6289.585870280715	6846.642449570519	3144.9269737833656	2579.193254105704	8618.738623159928	5460.325755356452	6798.778522898747	5640.437915213556	8868.485505367567	5254.262755433418	7154.195690556595	7024.565070231701	3895.274329174526	10558.529621208589	4919.75506984393	4546.1877394748	5760.024214688146	7781.4873766438395	3503.174136656945	2468.865189672527	3083.2405749836257	8667.512088384568	5129.134088988016	3320.9103249735076	4136.166893795417	10108.354777997805	5864.832970824824	3119.566611285788	8307.274870444859	10093.588004195972	4439.821502802954	7207.211699152971
